gsc_reason,old_url,host,current_http_status,current_indexability,current_canonical,classification,action,target_url,reason,future_content_candidate
Seite mit Weiterleitung,https://tcm.ch/kontakt,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/krankenkassen,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/longevity,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/sprechstunde,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/st-gallen-tag-der-offenen-tuer/,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/standorte,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/standorte/basel,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/standorte/frauenfeld,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/standorte/kreuzlingen,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/standorte/rorschach,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/standorte/st-gallen,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/standorte/volketswil,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/standorte/wil,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/standorte/winterthur-marktgasse,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/standorte/winterthur-muenzgasse,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/standorte/zuerich-city,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/standorte/zuerich-hoengg,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/standorte/zuerich-oerlikon,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/therapien,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/therapien/akupressur,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/therapien/akupunktur,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/therapien/elektroakupunktur,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/therapien/gesichtsakupunktur,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/therapien/gua-sha,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/therapien/moxibustion,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/therapien/physiotherapie,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/therapien/schroepfen,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/therapien/shiatsu,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/therapien/tuina,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/wissen,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/wissen/akupunktur-bei-heuschnupfen,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/wissen/akupunktur-bei-nackenschmerzen,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/wissen/akupunktur-bei-rueckenschmerzen,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/wissen/akupunktur-winterthur-kosten,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/wissen/krankenkasse-tcm-was-wirklich-uebernommen-wird-2026,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/wissen/migraene-tcm-warum-akupunktur-nicht-fuer-jeden,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/wissen/tcm-basel-erfahrungen-ablauf,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/wissen/tcm-naturheilpraktiker-schweiz,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/wissen/wie-lange-bleiben-akupunkturnadeln-drin,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://tcm.ch/zuweisen,tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://www.tcm.ch/,www.tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://www.tcm.ch/beschwerden/nackenschmerzen/,www.tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://www.tcm.ch/beschwerden/schlafprobleme/,www.tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://www.tcm.ch/beschwerden/verdauungsprobleme/,www.tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
Seite mit Weiterleitung,https://www.tcm.ch/en/,www.tcm.ch,301/308,bewusst nicht indexierbar,,A,keine Aktion,,"Slash-/Host-Normalisierung, erwartetes Verhalten; live verifiziert: 428/428 Nicht-Slash-Routen leiten in einem Hop weiter",nein
